9 0 0.280180753216300e-07 0.0
9 1 0.142151377236084e-06 0.214004665077510e-07
9 2 0.214144381199757e-07-0.316984195352417e-07 0.0
9 3 -0.160612356882835e-06-0.742658786809216e-07 0.0
9 4 -0.936529556592536e-08 0.199026740710063e-07
9 5 -0.163134050605937e-07-0.540394840426217e-07 0.0
9 6 0.627879491161446e-07 0.222962377434615e-06
9 7 -0.117983924385618e-06-0.969222126840068e-07 0.0
9 8 0.188136188986452e-06-0.300538974811744e-08 0.0
9 9 -0.475568433357652e-07 0.968804214389955e-07
10 0 0.533304381729473e-07 0.0
10 1 0.837623112620412e-07-0.131092332261065e-06 0.0
10 2 -0.939894766092874e-07-0.512746772537482e-07 0.0
10 3 -0.700709997317429e-08-0.154139929404373e-06 0.0
10 4 -0.844715388074630e-07-0.790255527979406e-07 0.0
10 5 -0.492894049964295e-07-0.506137282060864e-07 0.0
10 6 -0.375849022022301e-07-0.797688616388143e-07 0.0
10 7 0.826209286523474e-08-0.304903703914366e-08 0.0
10 8 0.405981624580941e-07-0.917138622482163e-07 0.0
10 9 0.125376631604340e-06-0.379436584841270e-07 0.0
10 10 0.100435991936118e-06-0.238596204211893e-07 0.0
11 0 -0.507683787085927e-07 0.0
11 1 0.156127678638183e-07-0.271235374123689e-07 0.0
11 2 0.201135250154855e-07-0.990003954905590e-07 0.0
11 3 -0.305773531606647e-07-0.148835345047152e-06 0.0
11 4 -0.379499015091407e-07-0.637669897493018e-07 0.0
11 5 0.374192407050580e-07 0.495908160271967e-07
11 6 -0.156429128694775e-08 0.342735099884706e-07
11 7 0.465461661449953e-08-0.898252194924903e-07 0.0
11 8 -0.630174049861897e-08 0.245446551115189e-07
11 9 -0.310727993686101e-07 0.420682585407293e-07
11 10 -0.522444922089646e-07-0.184216383163730e-07 0.0
11 11 0.462340571475799e-07-0.696711251523700e-07 0.0
12 0 0.364361922614572e-07 0.0
12 1 -0.535856270449833e-07-0.431656037232084e-07 0.0
12 2 0.142665936828290e-07 0.310937162901519e-07
12 3 0.396211271409354e-07 0.250622628960907e-07
12 4 -0.677284618097416e-07 0.383823469584472e-08
12 5 0.308775410911475e-07 0.759066416791107e-08
12 6 0.313421100991039e-08 0.389801868153392e-07
12 7 -0.190517957483100e-07 0.357268620672699e-07
12 8 -0.258866871220994e-07 0.169362538600173e-07
12 9 0.419147664170774e-07 0.249625636010847e-07
12 10 -0.619955079880774e-08 0.309398171578482e-07
12 11 0.113644952089825e-07-0.638551119140755e-08 0.0
12 12 -0.242377235648074e-08-0.110993698692881e-07 0.0
13 0 0.417293021685027e-07 0.0
13 1 -0.514421009206120e-07 0.386910482386637e-07
13 2 0.553118515702855e-07-0.626943474947239e-07 0.0
13 3 -0.215570388049647e-07 0.976866679032941e-07
13 4 -0.365127902764428e-08-0.117512717960252e-07 0.0
13 5 0.583702330251927e-07 0.672244622794413e-07
13 6 -0.350445484464565e-07-0.627356859556194e-08 0.0
13 7 0.301412465951003e-08-0.732068659961970e-08 0.0
13 8 -0.100532117993105e-07-0.985787032645980e-08 0.0
13 9 0.247702773255876e-07 0.458875609452034e-07
13 10 0.411080488026299e-07-0.368403909177750e-07 0.0
13 11 -0.445213404110823e-07-0.484141059455725e-08 0.0
13 12 -0.313130628228171e-07 0.879376493656904e-07
13 13 -0.612004732532594e-07 0.681501470347338e-07
14 0 -0.226681154094404e-07 0.0
14 1 -0.187724885657433e-07 0.288602024410603e-07
14 2 -0.359186725681205e-07-0.405327051356456e-08 0.0
14 3 0.365140497848863e-07 0.196941950099316e-07
14 4 0.160184144282003e-08-0.226625156915448e-07 0.0
14 5 0.293092637238844e-07-0.167894170071708e-07 0.0
14 6 -0.190674352461174e-07 0.245661933018802e-08
14 7 0.376297554551457e-07-0.393364671078740e-08 0.0
14 8 -0.349417459823694e-07-0.154475521495720e-07 0.0
14 9 0.319517827137725e-07 0.284642263273996e-07
14 10 0.388008374622606e-07-0.129351349981739e-08 0.0
14 11 0.156475715628498e-07-0.390403676399681e-07 0.0
14 12 0.846317130098805e-08-0.311211374558506e-07 0.0
14 13 0.322437165995707e-07 0.451472951879378e-07
14 14 -0.518650713590088e-07-0.481611072612157e-08 0.0
15 0 0.219216154508434e-08 0.0
15 1 0.942942849227573e-08 0.104833279954842e-07
15 2 -0.205302993025519e-07-0.303007325301024e-07 0.0
15 3 0.534162906407382e-07 0.176634209489453e-07
15 4 -0.401721760931603e-07 0.681343055884874e-08
15 5 0.122424622638639e-07 0.762075300880907e-08
15 6 0.328522324096078e-07-0.364691072357445e-07 0.0
15 7 0.596540954755518e-07 0.507394600032322e-08
15 8 -0.320875010777956e-07 0.221729246735453e-07
15 9 0.132999993095746e-07 0.379914748780028e-07
15 10 0.102639183602256e-07 0.146906332576870e-07
15 11 -0.130462854422872e-08 0.185210748548004e-07
15 12 -0.324147324255678e-07 0.156080393130757e-07
15 13 -0.283649640930711e-07-0.457549001836693e-08 0.0
15 14 0.519862755176957e-08-0.243950380180467e-07 0.0
15 15 -0.190443752608698e-07-0.469941074395975e-08 0.0
16 0 -0.471037252266068e-08 0.0
16 1 0.261852447892310e-07 0.333423726704204e-07
16 2 -0.245117847209327e-07 0.280314862616323e-07
16 3 -0.339147390918482e-07-0.213401079775597e-07 0.0
16 4 0.408540187833972e-07 0.479877498751224e-07
16 5 -0.121209356470009e-07-0.344283772175451e-08 0.0
16 6 0.138747261713477e-07-0.355969015666675e-07 0.0
16 7 -0.806188863620981e-08-0.865178660695190e-08 0.0
16 8 -0.212044215093991e-07 0.540717302974902e-08
16 9 -0.224151915247857e-07-0.396686472741101e-07 0.0
16 10 -0.118064629182132e-07 0.115374382529194e-07
16 11 0.191118463013820e-07-0.320054944714364e-08 0.0
16 12 0.195631858722835e-07 0.672539764312181e-08
16 13 0.137744095920323e-07 0.104745467774466e-08
16 14 -0.193451561175034e-07-0.386522367774771e-07 0.0
16 15 -0.144196100302905e-07-0.327760669358925e-07 0.0
16 16 -0.382992884797529e-07 0.295860714710389e-08
17 0 0.191875988417387e-07 0.0
17 1 -0.253645204657949e-07-0.317042482135934e-07 0.0
17 2 -0.201017447758198e-07 0.681376058343928e-08
17 3 0.630839562027722e-08 0.508308654394536e-08
17 4 0.647515778433184e-08 0.253354668311939e-07
17 5 -0.162193992995631e-07 0.803001732911605e-08
17 6 -0.117320425248787e-07-0.294401279670302e-07 0.0
17 7 0.249764681793243e-07-0.438554429095768e-08 0.0
17 8 0.390006528364112e-07 0.363439990543582e-08
17 9 0.347901841118582e-08-0.276427048005195e-07 0.0
17 10 -0.379589397747057e-08 0.183778246503248e-07
17 11 -0.160174948249694e-07 0.110870581174922e-07
17 12 0.287221517856901e-07 0.204582230384783e-07
17 13 0.165063239919241e-07 0.201356543378344e-07
17 14 -0.142747771121823e-07 0.115742828658331e-07
17 15 0.553783372805876e-08 0.524340656496201e-08
17 16 -0.303992561155655e-07 0.360274437895663e-08
17 17 -0.346971352906772e-07-0.198743584916705e-07 0.0
18 0 0.609862871807421e-08 0.0
18 1 0.720152312518112e-08-0.392970098282429e-07 0.0
18 2 0.147251428316923e-07 0.108333873087810e-07
18 3 -0.504457513185901e-08-0.584923266822307e-08 0.0
18 4 0.546253493560536e-07-0.786748537792632e-09 0.0
18 5 0.597651128344404e-08 0.261398616579252e-07
18 6 0.135775785802306e-07-0.132446105152748e-07 0.0
18 7 0.679347259309753e-08 0.746790172709486e-08
18 8 0.304992690074792e-07 0.434439798188153e-08
18 9 -0.195696822181729e-07 0.361306774690565e-07
18 10 0.521528994919861e-08-0.424068379064049e-08 0.0
18 11 -0.688640849277642e-08 0.211925103597343e-08
18 12 -0.297489841938418e-07-0.165609165083241e-07 0.0
18 13 -0.625379710747338e-08-0.349391913136191e-07 0.0
18 14 -0.829497209425585e-08-0.128330547008713e-07 0.0
18 15 -0.404690219510979e-07-0.202806589920597e-07 0.0
18 16 0.101653114622966e-07 0.650425930141024e-08
18 17 0.348327556578355e-08 0.437638847248534e-08
18 18 0.299062325911737e-08-0.108590059665012e-07 0.0
19 0 -0.330313643444747e-08 0.0
19 1 -0.897158188216359e-08 0.119351790338528e-08
19 2 0.357388371471962e-07-0.237015979063608e-08 0.0
19 3 -0.756032556254074e-08 0.110290369074984e-08
19 4 0.158085379630551e-07-0.814278758437249e-08 0.0
19 5 0.103889228527421e-07 0.274505357043879e-07
19 6 -0.479964549701996e-08 0.187563790081893e-07
19 7 0.564134377468315e-08-0.874192018355915e-08 0.0
19 8 0.298891166523339e-07-0.999215899666339e-08 0.0
19 9 0.328811224665918e-08 0.723785481495213e-08
19 10 -0.338785599522056e-07-0.757904101437065e-08 0.0
19 11 0.163045986043663e-07 0.103569678194585e-07
19 12 -0.243982295344659e-08 0.945624397342968e-08
19 13 -0.754129981811845e-08-0.285237528001317e-07 0.0
19 14 -0.474367454667135e-08-0.128504936248119e-07 0.0
19 15 -0.175897089065384e-07-0.140715825139566e-07 0.0
19 16 -0.217451255571334e-07-0.709767792051299e-08 0.0
19 17 0.288044882586693e-07-0.153426366311999e-07 0.0
19 18 0.350090299803503e-07-0.968981039886231e-08 0.0
19 19 -0.270413871892665e-08 0.519745751787224e-08
20 0 0.215591507033563e-07 0.0
20 1 0.556769420352798e-08 0.702905214885703e-08
20 2 0.202918579297024e-07 0.171846424016348e-07
20 3 -0.475067130843254e-08 0.388999361019568e-07
20 4 0.427003612219999e-08-0.226257406735223e-07 0.0
20 5 -0.101257213338814e-07-0.825992352502226e-08 0.0
20 6 0.121620484764481e-07-0.436402383882308e-08 0.0
20 7 -0.212263060369801e-07-0.705320978718748e-09 0.0
20 8 0.509516213860775e-08 0.215379201882923e-08
20 9 0.171870322955948e-07-0.701274288613723e-08 0.0
20 10 -0.322958167727745e-07-0.478973340317704e-08 0.0
20 11 0.144499209074778e-07-0.191512412341219e-07 0.0
20 12 -0.646750566771670e-08 0.181349181903443e-07
20 13 0.274124121971504e-07 0.676382000592810e-08
20 14 0.115262785907965e-07-0.143820399199974e-07 0.0
20 15 -0.257906406507802e-07-0.865059449398313e-09 0.0
20 16 -0.124242154429344e-07-0.343443068287856e-09 0.0
20 17 0.450343354729068e-08-0.137322621927409e-07 0.0
20 18 0.153567048646754e-07-0.897483616979646e-09 0.0
20 19 -0.303011942827495e-08 0.109224394426113e-07
20 20 0.373507214738094e-08-0.126949126479726e-07 0.0
21 0 0.624977184727142e-08 0.0
21 1 -0.161584960390177e-07 0.286922505251025e-07
21 2 -0.561669574474890e-08 0.417895773465870e-08
21 3 0.191460394251428e-07 0.227233961252948e-07
21 4 -0.510972529743564e-08 0.189848723340178e-07
21 5 0.260621810044519e-08 0.109716488096280e-08
21 6 -0.135494262411299e-07 0.137121217327310e-10
21 7 -0.661044220014108e-08 0.252121037411060e-08
21 8 -0.172312779180303e-07 0.214879443753672e-08
21 9 0.158563800022178e-07 0.907842486286134e-08
21 10 -0.113997405607735e-07-0.114046472237802e-08 0.0
21 11 0.689424285619426e-08-0.355785033947298e-07 0.0
21 12 -0.332626248475741e-08 0.147748999984542e-07
21 13 -0.193635228526149e-07 0.139380032642790e-07
21 14 0.202649547927933e-07 0.735384450372034e-08
21 15 0.175731363406368e-07 0.103689708517120e-07
21 16 0.749270977345996e-08-0.665348605902996e-08 0.0
21 17 -0.746685761804970e-08-0.737748863908340e-08 0.0
21 18 0.264707224617052e-07-0.110721542080636e-07 0.0
21 19 -0.272027235635120e-07 0.165551841156344e-07
21 20 -0.269495467757536e-07 0.159189204425363e-07
21 21 0.845910170806602e-08-0.365321656984787e-08 0.0
22 0 -0.107772567310914e-07 0.0
22 1 0.156810174592028e-07-0.384060273586347e-08 0.0
22 2 -0.264892851416925e-07-0.116465930314882e-08 0.0
22 3 0.113438875568191e-07 0.101214315714440e-07
22 4 -0.361500365031197e-08 0.187274809330152e-07
22 5 0.968067785291660e-10-0.318496276236828e-09 0.0
22 6 0.101648080995911e-07-0.550763247915452e-08 0.0
22 7 0.174645378087162e-07 0.474747333054533e-08
22 8 -0.234988234728281e-07 0.381455946013761e-08
22 9 0.668287159542480e-08 0.837665919933101e-08
22 10 0.562736153524834e-08 0.223513690166568e-07
22 11 -0.481530593564480e-08-0.175636129350211e-07 0.0
22 12 0.241844608782850e-08-0.820832230591832e-08 0.0
22 13 -0.171591275582331e-07 0.195127463989993e-07
22 14 0.108704662432765e-07 0.832671558042586e-08
22 15 0.257664603930916e-07 0.471142682022319e-08
22 16 0.112824875831035e-09-0.728899313273568e-08 0.0
22 17 0.856694818662282e-08-0.146000461088908e-07 0.0
22 18 0.101968023898073e-07-0.162050193177967e-07 0.0
22 19 0.140571747858935e-07-0.336236450688042e-08 0.0
22 20 -0.167728511120447e-07 0.195826677648397e-07
22 21 -0.253159625587767e-07 0.239692995280167e-07
22 22 -0.100792291077701e-07 0.233500809593777e-08
23 0 -0.222592369353670e-07 0.0
23 1 0.917464890610878e-08 0.161952286471013e-07
23 2 -0.143936331663087e-07-0.458573617697428e-08 0.0
23 3 -0.240771916404486e-07-0.174957518276718e-07 0.0
23 4 -0.238684204898637e-07 0.829238827954860e-08
23 5 -0.883211625731366e-09 0.164665275280578e-09
23 6 -0.119276378612301e-07 0.161304545400405e-07
23 7 -0.688740550551295e-08-0.191397852420673e-08 0.0
23 8 0.736058661754965e-08 0.182352729338449e-09
23 9 0.181819233113364e-08-0.128499684565167e-07 0.0
23 10 0.168616355823109e-07-0.226964546882757e-08 0.0
23 11 0.923106099566123e-08 0.142937327655739e-07
23 12 0.164661359096641e-07-0.120086167532985e-07 0.0
23 13 -0.116116647358326e-07-0.520507359211939e-08 0.0
23 14 0.695698850168684e-08-0.146371127245051e-08 0.0
23 15 0.189460333876311e-07-0.359114572449078e-08 0.0
23 16 0.590787056073298e-08 0.110767537310355e-07
23 17 -0.546344574978046e-08-0.129336873674311e-07 0.0
23 18 0.854349524918403e-08-0.148171754135083e-07 0.0
23 19 -0.547552535534081e-08 0.106567231826728e-07
23 20 0.797074457466334e-08-0.545405930990654e-08 0.0
23 21 0.157093052771851e-07 0.117414500770336e-07
23 22 -0.179741548069429e-07 0.473423743082551e-08
23 23 0.305532132709428e-08-0.120563683028849e-07 0.0
24 0 -0.729311730529204e-10 0.0
24 1 -0.273044176963461e-08-0.153266620785052e-08 0.0
24 2 0.959964424565557e-09 0.151543957384410e-07
24 3 -0.480866675119318e-08-0.973533536173374e-08 0.0
24 4 0.597169159494454e-08 0.508911964925789e-08
24 5 -0.711793314132635e-08-0.214262378272962e-07 0.0
24 6 0.362207110028164e-08 0.136044582864928e-08
24 7 -0.606363568035722e-08 0.491672724676752e-08
24 8 0.154072555437137e-07-0.360812244996912e-08 0.0
24 9 -0.115751520988093e-07-0.178355593524251e-07 0.0
24 10 0.109719273685843e-07 0.212569237716145e-07
24 11 0.151845349640653e-07 0.178040482985835e-07
24 12 0.114861865026666e-07-0.617826525931362e-08 0.0
24 13 -0.302205191374829e-08 0.293476391139084e-08
24 14 -0.199569522298403e-07-0.204641456836742e-08 0.0
24 15 0.635490900444178e-08-0.159566972644154e-07 0.0
24 16 0.844903917752228e-08 0.272024146612831e-08
24 17 -0.119426848977209e-07-0.644428063179946e-08 0.0
24 18 -0.369384147455590e-09-0.103054147076774e-07 0.0
24 19 -0.444607720193391e-08-0.867518429152269e-08 0.0
24 20 -0.565651494083195e-08 0.864212722355149e-08
24 21 0.553911666086030e-08 0.141196394253887e-07
24 22 0.399587089888849e-08-0.393596776288303e-08 0.0
24 23 -0.619078276892964e-08-0.882037161858174e-08 0.0
24 24 0.126584862526522e-07-0.368695020064771e-08 0.0
25 0 0.320598734329939e-08 0.0
25 1 0.637138847616777e-08-0.915694492187822e-08 0.0
25 2 0.227175340858446e-07 0.934694216870053e-08
25 3 -0.968121214416588e-08-0.143065467749278e-07 0.0
25 4 0.101626991717437e-07 0.296899934977453e-09
25 5 -0.110411938574063e-07-0.412570457156021e-09 0.0
25 6 0.162742318697154e-07 0.163730412787704e-09
25 7 0.959277390590897e-08-0.662254501807672e-08 0.0
25 8 0.208273934296886e-08 0.183591500651598e-09
25 9 -0.303729337788405e-07 0.229531799333138e-07
25 10 0.899521256113324e-08-0.441650495583955e-08 0.0
25 11 0.188958913097120e-08 0.103199175018396e-07
25 12 -0.776048780369275e-08 0.115712288732820e-07
25 13 0.796380614113776e-08-0.116510263641772e-07 0.0
25 14 -0.199222544811326e-07 0.656132857540598e-08
25 15 -0.444589479364883e-08-0.741171825487876e-08 0.0
25 16 0.130555080737715e-08-0.129019675679949e-07 0.0
25 17 -0.155113752991790e-07-0.370458425865622e-08 0.0
25 18 0.153751891476056e-08-0.148836219419485e-07 0.0
25 19 0.776475227215034e-08 0.980656239211915e-08
25 20 -0.798489257329358e-08-0.963153241628964e-09 0.0
25 21 0.106934402783522e-07 0.775981477961148e-08
25 22 -0.141390853980964e-07 0.386144288368210e-08
25 23 0.858533773832998e-08-0.126390122596887e-07 0.0
25 24 0.424152224663866e-08-0.839704764872638e-08 0.0
25 25 0.104936582302616e-07 0.494806311613958e-08
26 0 0.589238392271432e-08 0.0
26 1 -0.143319110570104e-09-0.664887064948804e-08 0.0
26 2 -0.158606093368116e-08 0.115037894054995e-07
26 3 0.151051173837328e-07 0.404520346602643e-08
26 4 0.190768148829694e-07-0.202269514773407e-07 0.0
26 5 0.131550147271952e-07 0.782252579346489e-08
26 6 0.960350026057024e-08-0.105154531780729e-07 0.0
26 7 -0.158724772386567e-08 0.444756355938498e-08
26 8 0.347082300065802e-08 0.178107747251334e-08
26 9 -0.130951109455882e-07 0.712297780037371e-09
26 10 -0.149687595268914e-07-0.566127055819274e-08 0.0
26 11 -0.462743446256929e-08 0.167544322436372e-08
26 12 -0.170122946545135e-07 0.233132044906936e-08
26 13 -0.175513139698735e-09 0.153659737622840e-08
26 14 0.766776606118743e-08 0.806474326944995e-08
26 15 -0.133588337938914e-07 0.829767721535204e-08
26 16 0.158568206592065e-08-0.639944339909513e-08 0.0
26 17 -0.120031981259207e-07 0.791630313460838e-08
26 18 -0.129374429771876e-07 0.489690075031118e-08
26 19 -0.226428688962503e-08 0.376903918895651e-08
26 20 0.623141756506535e-08-0.119791260868403e-07 0.0
26 21 -0.916114981221180e-08 0.194168847145814e-08
26 22 0.103782069803566e-07 0.706517248734750e-08
26 23 0.102380077761227e-08 0.107241407841736e-07
26 24 0.902984567710755e-08 0.147824676612315e-07
26 25 0.378138208737188e-08-0.580905785330850e-09 0.0
26 26 0.658079776883815e-09 0.207680147905818e-08
27 0 0.361360196571796e-08 0.0
27 1 0.286137900927265e-08 0.158725486281296e-08
27 2 0.660064834219505e-09-0.616368940081158e-09 0.0
27 3 0.353084058094838e-08 0.104827640336862e-07
27 4 -0.159926055085654e-08 0.805817743399237e-08
27 5 0.146091224731707e-07 0.149905332122623e-07
27 6 0.496820847478438e-08 0.641225991294182e-08
27 7 -0.111317957339811e-07-0.690523363977540e-08 0.0
27 8 -0.803739017001217e-08-0.876275609221432e-08 0.0
27 9 0.306632501410630e-08 0.112697745241444e-07
27 10 -0.135132202071968e-07 0.126794123062642e-08
27 11 0.223670596410234e-08-0.943953879456798e-08 0.0
27 12 -0.109642570429207e-07 0.206992468828630e-08
27 13 -0.457176348659714e-08-0.467338928930228e-08 0.0
27 14 0.153376443115287e-07 0.118222605412149e-07
27 15 -0.213222954352628e-08 0.147112108119539e-08
27 16 0.257210136783173e-08 0.316997379252524e-08
27 17 0.442472573205382e-08 0.504761416469733e-09
27 18 -0.207164338504850e-08 0.787754369082609e-08
27 19 -0.272870630975609e-09-0.240006576483770e-08 0.0
27 20 -0.127144544010381e-08 0.366035679633390e-08
27 21 0.492315735762124e-08-0.665258577857072e-08 0.0
27 22 -0.582122832762220e-08 0.289084691543489e-08
27 23 -0.532113281672823e-08-0.115996372993086e-07 0.0
27 24 0.384567638284934e-09-0.224003398737297e-08 0.0
27 25 0.120948180878227e-07 0.600985436782061e-08
27 26 -0.682518753697823e-08-0.238674628687537e-08 0.0
27 27 0.806327474423184e-08 0.107346749127698e-08
28 0 -0.977255422916287e-08 0.0
28 1 -0.527777339142806e-08 0.871875125510949e-08
28 2 -0.150090481289917e-07-0.825563771463205e-08 0.0
28 3 0.290294937280847e-08 0.101837144304814e-07
28 4 -0.141319149128493e-08 0.112846526653792e-07
28 5 0.119738591371710e-07-0.472242194400193e-08 0.0
28 6 -0.461126083102582e-08 0.129268989665903e-07
28 7 -0.258748370052781e-08 0.565213308123501e-08
28 8 -0.306928868864284e-08-0.175682908302310e-08 0.0
28 9 0.928183302402545e-08-0.126959520585365e-07 0.0
28 10 -0.106274337864870e-07 0.796751674876720e-08
28 11 -0.354427125144653e-08-0.183862678673097e-08 0.0
28 12 -0.867371289634820e-09 0.103395485690751e-07
28 13 0.212618929075416e-08 0.590056882694103e-08
28 14 -0.812189419768024e-08-0.128622517938612e-07 0.0
28 15 -0.122505585322372e-07-0.218594850522785e-08 0.0
28 16 -0.463917494351985e-08-0.132800356759863e-07 0.0
28 17 0.137958219363920e-07-0.498351924534829e-08 0.0
28 18 0.570555920373592e-08-0.333600932471709e-08 0.0
28 19 0.627297961903630e-08 0.241073344873701e-07
28 20 -0.152120555556299e-08 0.649886617706710e-08
28 21 0.677747366709958e-08 0.661576962140779e-08
28 22 -0.222934124422372e-08-0.731029076167330e-08 0.0
28 23 0.688876206673423e-08 0.266797073428534e-08
28 24 0.110608688152135e-07-0.138835544251802e-07 0.0
28 25 0.736537968091873e-08-0.174514354504311e-07 0.0
28 26 0.120692411251010e-07 0.382709374830503e-08
28 27 -0.803340183071320e-08 0.120736908869675e-08
28 28 0.681370843715606e-08 0.668225806608457e-08
29 0 -0.527746754099948e-08 0.0
29 1 0.402826140059801e-08-0.135296840179441e-07 0.0
29 2 -0.238046076294983e-08-0.244184054950082e-08 0.0
29 3 0.381345855208976e-08-0.115771835455321e-07 0.0
29 4 -0.253893575255871e-07 0.239984128186089e-08
29 5 -0.798305255657438e-08 0.595641758451428e-08
29 6 0.116502090437885e-07 0.103812293223298e-07
29 7 -0.358981839060716e-08-0.315011977031452e-08 0.0
29 8 -0.195786885380484e-07 0.957895740289937e-08
29 9 0.771402300679876e-10 0.269312876471732e-08
29 10 0.137590285813959e-07 0.547154675676111e-10
29 11 -0.622867628933717e-08 0.686722208852569e-08
29 12 -0.779981834047572e-09-0.485658030003158e-08 0.0
29 13 -0.144812340451330e-08-0.263711856540103e-08 0.0
29 14 -0.307812921570604e-08-0.472261465868537e-08 0.0
29 15 -0.948432420499438e-08-0.705030688974090e-08 0.0
29 16 0.154322038067069e-09-0.146825574130345e-07 0.0
29 17 -0.228273775356525e-08-0.471163006045121e-08 0.0
29 18 -0.355106125139237e-08-0.282199653228616e-08 0.0
29 19 -0.621168166288385e-08 0.681691094221985e-08
29 20 -0.812200183965354e-08 0.578588285285861e-08
29 21 -0.996030780737504e-08-0.513975930555701e-08 0.0
29 22 0.117101537814944e-07-0.123854030281502e-08 0.0
29 23 -0.191147050157587e-08 0.221790721278380e-08
29 24 0.312741214136979e-09-0.223925971753038e-08 0.0
29 25 0.579290403721110e-08 0.874253014816183e-08
29 26 0.786549069288201e-08-0.681508876149489e-08 0.0
29 27 -0.773198981621778e-08-0.707562556147988e-09 0.0
29 28 0.953456435468314e-08-0.573781273256966e-08 0.0
29 29 0.128040811994594e-07-0.521258169406697e-08 0.0
30 0 0.625621213547417e-08 0.0
30 1 0.272973894343765e-09 0.108707548640056e-08
30 2 -0.996215862964394e-08-0.117342214078429e-08 0.0
30 3 0.391860062241846e-08-0.137359105421668e-07 0.0
30 4 -0.166575883758833e-08-0.375777572176683e-08 0.0
30 5 -0.263267114706065e-08-0.567403766994914e-08 0.0
30 6 -0.159153849215255e-09 0.836497154296697e-09
30 7 0.239274288894514e-08 0.381285382471467e-08
30 8 0.465542676614469e-08 0.327048201916125e-08
30 9 -0.802172747032548e-08-0.117090583545495e-07 0.0
30 10 0.488895529179515e-08-0.495634270010704e-08 0.0
30 11 -0.954981801117935e-08 0.103881068776000e-07
30 12 0.170984337912031e-07-0.107359752881943e-07 0.0
30 13 0.137936659250078e-07 0.297919082214967e-08
30 14 0.483530301509899e-08 0.812217989910379e-08
30 15 0.655499236041115e-09-0.106314990319328e-08 0.0
30 16 -0.105657801355094e-07 0.414308438285600e-08
30 17 -0.688529822354661e-08-0.587758197826825e-08 0.0
30 18 -0.111625831083733e-07-0.796819714002388e-08 0.0
30 19 -0.136325257536558e-07 0.274965538747752e-08
30 20 -0.522240341740800e-08 0.133399593678695e-07
30 21 -0.116616533944857e-07-0.554438774816247e-08 0.0
30 22 -0.524295838491482e-08-0.870858295344301e-08 0.0
30 23 0.539261299563404e-08-0.109749323115847e-07 0.0
30 24 -0.273753474969356e-08-0.257791965626319e-08 0.0
30 25 0.307695334983162e-08-0.157203294648944e-07 0.0
30 26 0.135544288992157e-08 0.125507804911946e-07
30 27 -0.772945455692539e-08 0.125530137120533e-07
30 28 -0.582428229073653e-08-0.809342596179049e-08 0.0
30 29 0.393886800210683e-08 0.187699427654489e-08
30 30 0.258872905026839e-08 0.847404049229424e-08
